È¸Â÷,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×,´çÃ·ÀÚ¼ö,´çÃ·±Ý¾×
22,4,4552194900,32,94837300,827,3669600,53248,113900,937961,10000
21,23,797475400,26,117576500,2008,1522400,82996,73600,1155368,10000
20,1,19352212800,14,230383400,888,3632100,48158,133900,827470,10000
19,1,40722959400,14,297278500,697,5971100,55154,150900,1135991,10000
18,0,0,15,175017300,664,3953700,38453,136500,693323,10000
17,3,5349491200,9,297193900,1142,2342100,61651,86700,961162,10000
16,4,4377146100,12,243174700,862,3385200,47255,123500,870770,10000
15,1,17014245000,16,177231700,509,5571100,39202,144600,827538,10000
14,4,9375048300,28,130363400,1421,2568700,77736,93900,1341756,10000
13,0,0,6,433309300,450,5777400,29601,175600,726751,10000
12,12,1348845700,27,99914400,1903,1417500,76845,70200,1115084,10000
11,5,4780152300,11,362132700,428,9307100,38515,206800,612805,10000
10,13,6430437900,236,40813400,11247,856400,703234,27300,3410846,10000
9,0,0,4,769456500,352,8743800,23672,260000,603375,10000
8,0,0,6,131555000,348,2268100,14279,110500,248242,10000
7,0,0,9,48165000,270,1605500,13229,65500,206259,10000
6,1,6574451700,3,196297600,138,4267300,13445,87600,176375,10000
5,0,0,0,0,42,6033800,3043,166500,60434,10000
4,0,0,1,211191200,29,7282400,2777,152100,52382,10000
3,1,2000000000,0,0,139,1174100,5940,54900,73256,10000
2,1,2002006800,2,94866800,103,1842000,3763,100800,55480,10000
1,0,0,1,143934100,28,5140500,2537,113400,40155,10000
